subst.;6304;bras;;
dét.;3667;certain;;
verbe;6256;écrire;;
adj.;6246;blanc;;
verbe;6195;montrer;;
verbe;6182;tomber;;
subst.;6178;place;;
verbe;6169;ouvrir;;
subst.;6102;parti;;
adv.;6090;assez;;
pron.;6078;leur;;
adj.;6059;cher;;
subst.;6004;année;;
adv.;5996;loin;;
adv.;5961;point;;
subst.;5954;visage;;
subst.;5946;bruit;;
subst.;5946;lettre;;
subst.;5922;franc;;
dét.;8419;chaque;;
subst.;5861;fond;;
subst.;5835;force;;
subst.;5829;effet;;
verbe;5812;arrêter;;
verbe;5786;perdre;;
verbe;5783;commencer;;
verbe;5779;paraître;;
verbe;5747;marcher;;
subst.;5706;milieu;;
subst.;5702;saint;;
subst.;5686;idée;;
adv.;5662;presque;;
adv.;5629;ailleurs;;
prép.;12698;chez;;
subst.;5623;travail;;
subst.;5622;lumière;;
adj.;5562;long;;
adv.;5544;seulement;;
subst.;5527;mois;;
subst.;5520;fils;;
numér.;5508;neuf;;
verbe;5494;lever;;
subst.;5481;raison;;
subst.;5470;gouvernement;;
verbe;5467;permettre;;
adj.;5434;pauvre;;
verbe;5417;asseoir;;
subst.;5416;point;;
adj.;5413;plein;;
subst.;5391;personne;;
adj.;5385;vrai;;
subst.;5349;peuple;;
subst.;5343;fait;;
subst.;5295;parole;;
subst.;5273;guerre;;
adj.;5258;toute;;
verbe;5216;écouter;;
subst.;5214;pensée;;
conj.;59902;comme;;
subst.;5179;affaire;;
pron.;5152;quoi;;
subst.;5145;matin;;
conj.;2721;comment;;
subst.;5127;pierre;;
verbe;5088;monter;;
adj.;5087;bas;;
subst.;5002;vent;;
subst.;4977;doute;;
subst.;4969;front;;
subst.;4939;ombre;;
subst.;4932;part;;
subst.;4916;maître;;
adv.;4915;aujourd'hui;;
subst.;4908;besoin;;
subst.;4908;question;;
verbe;4904;apercevoir;;
verbe;4891;recevoir;;
adv.;4881;mieux;;
subst.;4859;peine;;
subst.;4836;tour;;
verbe;4806;servir;;
adv.;4764;autour;;
verbe;4709;finir;;
subst.;4705;famille;;
adv.;4665;souvent;;
verbe;4662;rire;;
adv.;4657;dessus;;
subst.;4653;madame;;
subst.;4635;sorte;;
subst.;4618;figure;;
subst.;4595;droit;;
subst.;4574;peur;;
prép.;10692;contre;;
subst.;4571;bout;;
subst.;4554;lieu;;
subst.;4541;silence;;
adj.;4537;gros;;
subst.;4503;chef;;
numér.;4463;six;;
subst.;4460;bois;;
subst.;4457;mari;;
subst.;4451;histoire;;
verbe;4449;crier;;
verbe;4447;jouer;;
subst.;4429;feu;;
verbe;4371;tourner;;
adj.;4355;doux;;
adv.;4355;longtemps;;
adv.;4350;fort;;
adj.;4332;heureux;;
adv.;4324;comme;;
verbe;4272;garder;;
subst.;4271;partie;;
subst.;4236;face;;
subst.;4231;mouvement;;
subst.;4217;fin;;
verbe;4198;reconnaître;;
verbe;4180;quitter;;
pron.;4164;personne;;
adv.;4163;comment;;
subst.;4155;route;;
verbe;4127;manger;;
subst.;4097;livre;;
subst.;4070;arbre;;
verbe;4059;courir;;
subst.;4058;cas;;
numér.;4052;huit;;
subst.;4034;mur;;
subst.;4028;ordre;;
verbe;4022;continuer;;
subst.;3994;est;;
subst.;3978;bonheur;;
verbe;3965;oublier;;
prép.;139185;dans;;
verbe;3955;descendre;;
dét.;2865;d'autres;;
adj.;3953;haut;;
subst.;3922;intérêt;;
dét.;119106;de;;
prép.;862100;de;;
verbe;3920;cacher;;
pron.;3910;l'un;;
pron.;3890;chacun;;
adj.;3878;profond;;
subst.;3876;argent;;
subst.;3856;cause;;
verbe;3841;poser;;
adv.;3834;autant;;
subst.;3825;travers;;
subst.;3809;grand;;
subst.;3807;instant;;
subst.;3784;façon;;
adv.;3783;d'abord;;
subst.;3783;oeil;;
verbe;3778;tirer;;
subst.;3763;forme;;
verbe;3757;présenter;;
verbe;3755;ajouter;;
verbe;3753;agir;;
verbe;3717;retrouver;;
subst.;3711;chemin;;
subst.;3704;cheveu;;
verbe;3671;offrir;;
adv.;3669;surtout;;
subst.;3656;plaisir;;
prép.;8907;depuis;;
subst.;3639;suite;;
verbe;3616;apprendre;;
prép.;3019;derrière;;
prép.;4141;dès;;
verbe;3598;tuer;;
adj.;3576;rouge;;
subst.;3571;sang;;
verbe;3559;retourner;;
verbe;3556;rencontrer;;
subst.;3548;sentiment;;
subst.;3516;fleur;;
adv.;3508;cependant;;
subst.;3498;service;;
verbe;3482;envoyer;;
subst.;3472;table;;
adv.;3465;vite;;
subst.;3446;paix;;
subst.;3444;moyen;;
prép.;9995;devant;;
verbe;3438;dormir;;
verbe;3422;pousser;;
subst.;3410;lit;;
adj.;3393;humain;;
subst.;3387;voiture;;
verbe;3362;rappeler;;
subst.;3345;être;;
verbe;3340;lire;;
adj.;3337;général;;
subst.;3335;nature;;
subst.;3326;or;;
subst.;3309;pouvoir;;
subst.;3307;nouveau;;
adj.;3299;français;;
subst.;3292;joie;;
numér.;3289;sept;;
adv.;3281;tard;;
subst.;3272;président;;
adv.;3271;pourtant;;
subst.;3266;bouche;;
verbe;3258;changer;;
subst.;3256;petit;;
verbe;3254;essayer;;
adj.;3250;froid;;
conj.;13562;donc;;
verbe;3248;compter;;
verbe;3245;occuper;;
subst.;3245;sens;;
subst.;3240;cri;;
subst.;3238;espèce;;
verbe;3238;expliquer;;
subst.;3237;cheval;;
subst.;3236;loi;;
adj.;3234;sombre;;
adv.;3223;ci;;
adj.;3211;sûr;;
adj.;3190;ancien;;
verbe;3161;frapper;;
subst.;3145;ministre;;
verbe;3133;travailler;;
adj.;3125;propre;;
verbe;3124;obtenir;;
verbe;3099;rentrer;;
adv.;3097;mal;;
dét.;127384;du;;
verbe;3096;pleurer;;
prép.;1256;durant;;
verbe;3079;répéter;;
subst.;3079;société;;
adv.;3076;parfois;;
subst.;3071;politique;;
subst.;3063;oreille;;
verbe;3056;payer;;
adj.;3054;politique;;
verbe;3053;apporter;;
subst.;3046;fenêtre;;
adj.;3013;possible;;
subst.;3010;fortune;;
subst.;3002;compte;;
subst.;2979;champ;;
subst.;2961;manier;;
adv.;2960;vraiment;;
adj.;2948;immense;;
verbe;2944;exister;;
interj.;4584;eh;;
subst.;2942;action;;
verbe;2937;boire;;
adj.;2929;public;;
subst.;2914;garçon;;
adj.;2914;pareil;;
adj.;2906;bleu;;
subst.;2906;exemple;;
verbe;2904;sourire;;
subst.;2890;couleur;;
verbe;2889;coucher;;
subst.;2875;papier;;
subst.;2861;mal;;
prép.;143565;en;;
adj.;2851;fort;;
adv.;2839;bientôt;;
verbe;2825;causer;;
subst.;2820;pièce;;
subst.;2818;montagne;;
subst.;2812;sol;;
subst.;2811;oeuvre;;
adv.;2810;partout;;
numér.;2809;trente;;
subst.;2797;cours;;
verbe;2794;raconter;;
verbe;2792;serrer;;
verbe;2792;songer;;
subst.;2790;désir;;
verbe;2787;manquer;;
subst.;2776;cour;;
verbe;2754;nommer;;
subst.;2753;bord;;
subst.;2749;douleur;;
verbe;2735;conduire;;
subst.;2732;salle;;
prép.;13684;entre;;
verbe;2729;saisir;;
subst.;2722;premier;;
adj.;2717;entier;;
subst.;2715;projet;;
verbe;2709;demeurer;;
adj.;2704;simple;;
subst.;2701;étude;;
verbe;2700;remettre;;
subst.;2699;journal;;
subst.;2697;geste;;
verbe;2689;disparaître;;
verbe;2678;battre;;
verbe;2670;toucher;;
subst.;2664;situation;;
subst.;2661;oiseau;;
adj.;2654;nécessaire;;
subst.;2647;siècle;;
verbe;2645;apparaître;;
verbe;2635;souffrir;;
subst.;2633;million;;
subst.;2616;prix;;
conj.;362093;et;;
subst.;2612;groupe;;
subst.;2610;centre;;
subst.;2603;malheur;;
subst.;2602;honneur;;
verbe;2590;fermer;;
verbe;2585;accepter;;
subst.;2575;garde;;
adj.;2570;mauvais;;
verbe;2569;tendre;;
verbe;2555;naître;;
verbe;2554;sauver;;
subst.;2547;problème;;
subst.;2546;larme;;
verbe;2544;avancer;;
subst.;2539;chien;;
subst.;2534;peau;;
subst.;2530;reste;;
verbe;2522;traverser;;
subst.;2517;nombre;;
adv.;2515;debout;;
subst.;2514;mesure;;
adj.;2510;social;;
verbe;2508;souvenir;;
subst.;2507;article;;
subst.;2502;vue;;
verbe;2491;couvrir;;
subst.;2490;âge;;
verbe;2485;gagner;;
subst.;2483;système;;
subst.;2482;long;;
verbe;2481;former;;
verbe;2477;plaire;;
subst.;2468;effort;;
verbe;2458;embrasser;;
subst.;2455;rêve;;
verbe;2454;oser;;
subst.;2448;passion;;
pron.;2440;auquel;;
verbe;2427;empêcher;;
subst.;2426;rapport;;
verbe;2420;refuser;;
adj.;2416;important;;
verbe;2415;décider;;
verbe;2401;produire;;
subst.;2398;soldat;;
subst.;2397;lèvre;;
subst.;2397;signe;;
subst.;2390;vérité;;
verbe;2389;charger;;
subst.;2386;mariage;;
verbe;2385;mêler;;
adj.;2380;certain;;
verbe;2371;espérer;;
subst.;2365;plan;;
verbe;2349;cesser;;
verbe;2349;ressembler;;
subst.;2348;dos;;
subst.;2341;marche;;
subst.;2334;souvenir;;
subst.;2333;dame;;
verbe;2332;chanter;;
adv.;2328;plutôt;;
subst.;2318;conseil;;
subst.;2314;sou;;
adj.;2307;triste;;
subst.;2306;coin;;
subst.;2303;jardin;;
adj.;2301;joli;;
subst.;2289;doigt;;
subst.;2288;objet;;
subst.;2284;fer;;
subst.;2281;lendemain;;
adv.;2281;lentement;;
adv.;2280;combien;;
verbe;2272;approcher;;
verbe;2265;prier;;
subst.;2259;train;;
subst.;2256;papa;;
adj.;2254;différent;;
subst.;2252;valeur;;
subst.;2247;jeu;;
verbe;2240;échapper;;
verbe;2239;glisser;;
subst.;2234;secret;;
subst.;2233;haut;;
subst.;2226;vieillard;;
verbe;2225;briller;;
subst.;2222;docteur;;
verbe;2218;brûler;;
adj.;2218;terrible;;
verbe;2214;placer;;
subst.;2213;ton;;
subst.;2204;jambe;;
verbe;2202;juger;;
verbe;2201;suffire;;
subst.;2194;endroit;;
subst.;2192;minute;;
verbe;2190;atteindre;;
subst.;2190;nuage;;
subst.;2187;présence;;
adj.;2165;fou;;
subst.;2163;épaule;;
adj.;2158;léger;;
subst.;2155;feuille;;
subst.;2155;liberté;;
subst.;2149;journée;;
adj.;2147;libre;;
verbe;2146;annoncer;;
subst.;2143;avenir;;
subst.;2142;sourire;;
adv.;2141;hier;;
subst.;2136;résultat;;
verbe;2135;élever;;
verbe;2134;acheter;;
verbe;2133;mener;;
verbe;2133;préparer;;
adv.;2131;pourquoi;;
subst.;2125;hôtel;;
subst.;2124;semaine;;
subst.;2122;forêt;;
verbe;2118;assurer;;
adj.;2118;pur;;
subst.;2116;qualité;;
subst.;2108;prince;;
subst.;2101;bien;;
prép.;1078;grâce;;
adv.;2100;également;;
verbe;2095;deviner;;
subst.;2093;médecin;;
verbe;2092;considérer;;
subst.;2087;volonté;;
subst.;2086;seigneur;;
adv.;2083;quelque;;
adj.;2081;vert;;
subst.;2077;art;;
adj.;2077;moindre;;
adv.;2076;demain;;
numér.;2073;quarante;;
numér.;2072;cinquante;;
subst.;2070;foule;;
verbe;2069;appartenir;;
adv.;2068;aussitôt;;
subst.;2068;ligne;;
verbe;2067;représenter;;
verbe;2065;tromper;;
subst.;2061;intérieur;;
verbe;2056;vendre;;
subst.;2054;beauté;;
adj.;2048;riche;;
verbe;2047;craindre;;
adj.;2046;étrange;;
verbe;2035;emporter;;
adv.;2032;ensuite;;
subst.;2025;soin;;
adj.;2020;naturel;;
subst.;2017;hasard;;
adv.;2013;puis;;
subst.;2006;condition;;
numér.;2000;quinze;;
subst.;1997;classe;;
prép.;1390;hors;;
subst.;1996;voyage;;
subst.;1990;expression;;
subst.;1955;présent;;
subst.;1953;caractère;;
adv.;1953;ensemble;;
subst.;1952;attention;;
adj.;1952;gris;;
verbe;1951;exprimer;;
verbe;1939;rouler;;
adj.;1934;faible;;
verbe;1931;posséder;;
subst.;1925;scène;;
adj.;1921;difficile;;
subst.;1921;français;;
verbe;1921;réveiller;;
subst.;1920;foi;;
verbe;1918;aider;;
verbe;1918;découvrir;;
subst.;1913;odeur;;
verbe;1912;choisir;;
subst.;1912;musique;;
subst.;1909;oncle;;
subst.;1906;événement;;
verbe;1905;prononcer;;
subst.;1905;village;;
verbe;1904;taire;;
subst.;1903;envie;;
subst.;1902;midi;;
subst.;1896;herbe;;
subst.;1896;vieux;;
subst.;1895;pluie;;
adv.;1894;près;;
subst.;1892;bas;;
verbe;1886;rêver;;
verbe;1884;appuyer;;
verbe;1884;étendre;;
adv.;1882;après;;
subst.;1882;général;;
subst.;1880;lutte;;
verbe;1880;trembler;;
subst.;1877;réponse;;
subst.;1873;grâce;;
subst.;1872;espace;;
subst.;1866;habitude;;
verbe;1864;défendre;;
subst.;1861;existence;;
subst.;1861;mémoire;;
verbe;1856;créer;;
adj.;1856;grave;;
verbe;1853;maintenir;;
subst.;1845;verre;;
subst.;1840;campagne;;
pron.;1838;quelqu'un;;
subst.;1832;juge;;
subst.;1827;genou;;
adj.;1818;impossible;;
subst.;1816;fête;;
verbe;1814;indiquer;;
prép.;12465;jusque;;
adj.;1813;prêt;;
verbe;1812;promettre;;
verbe;1810;relever;;
verbe;1809;abandonner;;
verbe;1797;ignorer;;
dét.;1050561;le;;
adj.;1792;large;;
subst.;1792;parent;;
subst.;1790;colère;;
subst.;1788;étoile;;
subst.;1787;devoir;;
subst.;1784;conscience;;
dét.;33950;leur;;
verbe;1769;accompagner;;
adj.;1769;immobile;;
verbe;1763;adresser;;
verbe;1757;observer;;
adj.;1756;juste;;
subst.;1756;puissance;;
subst.;1755;matière;;
subst.;1754;sable;;
verbe;1753;séparer;;
verbe;1752;marier;;
verbe;1751;prévoir;;
adj.;1751;vivant;;
subst.;1746;accord;;
subst.;1745;hiver;;
subst.;1744;retour;;
adv.;1740;autrefois;;
subst.;1736;genre;;
pron.;1734;d'autres;;
adj.;1733;vif;;
verbe;1731;amener;;
conj.;4041;lorsque;;
verbe;1729;obliger;;
subst.;1725;acte;;
subst.;1724;image;;
subst.;1722;horizon;;
verbe;1720;éclairer;;
verbe;1719;poursuivre;;
subst.;1717;danger;;
verbe;1717;livrer;;
subst.;1716;rôle;;
subst.;1711;escalier;;
subst.;1708;goût;;
subst.;1706;bête;;
pron.;1706;ceci;;
subst.;1705;recherche;;
subst.;1704;membre;;
subst.;1700;pain;;
conj.;57690;mais;;
subst.;1697;phrase;;
verbe;1696;contenir;;
subst.;1692;rire;;
verbe;1688;fuir;;
verbe;1687;couler;;
subst.;1687;terme;;
prép.;3612;malgré;;
subst.;1680;eaux;;
adv.;1680;en;;
adj.;1679;moyen;;
subst.;1678;police;;
subst.;1678;rocher;;
verbe;1676;proposer;;
adj.;1676;tranquille;;
adj.;1675;unique;;
verbe;1673;éprouver;;
verbe;1667;retenir;;
subst.;1667;type;;
subst.;1656;vin;;
adj.;1649;supérieur;;
verbe;1645;attacher;;
verbe;1642;voler;;
adj.;1638;sec;;
verbe;1636;entraîner;;
subst.;1636;justice;;
subst.;1635;époque;;
subst.;1635;passage;;
subst.;1635;somme;;
subst.;1634;science;;
verbe;1633;surprendre;;
subst.;1626;côte;;
adv.;1620;doucement;;
subst.;1617;gauche;;
subst.;1613;faute;;
subst.;1612;école;;
subst.;1603;bon;;
subst.;1603;ensemble;;
subst.;1602;rayon;;
verbe;1601;briser;;
subst.;1598;sujet;;
verbe;1596;imaginer;;
verbe;1593;diriger;;
numér.;1591;douze;;
pron.;1587;l'une;;
subst.;1585;dernier;;
subst.;1582;avis;;
verbe;1581;parvenir;;
adj.;1578;ouvert;;
verbe;1574;pénétrer;;
subst.;1573;poète;;
adj.;1571;meilleur;;
subst.;1570;paysan;;
verbe;1569;remarquer;;
subst.;1568;chair;;
verbe;1568;éviter;;
adv.;1568;soudain;;
subst.;1561;succès;;
subst.;1558;île;;
verbe;1556;établir;;
verbe;1553;réussir;;
verbe;1550;pencher;;
dét.;70121;mon;;
verbe;1547;habiter;;
verbe;1546;entourer;;
verbe;1544;déclarer;;
subst.;1544;détail;;
subst.;1543;arme;;
subst.;1543;réalité;;
subst.;1539;confiance;;
subst.;1539;masse;;
subst.;1537;crise;;
verbe;1535;étonner;;
subst.;1535;poste;;
verbe;1528;dresser;;
verbe;1528;durer;;
adv.;1527;depuis;;
adj.;1527;faux;;
verbe;1527;fixer;;
adj.;1526;énorme;;
subst.;1524;principe;;
subst.;1517;direction;;
subst.;1514;taille;;
verbe;1512;désirer;;
subst.;1512;santé;;
subst.;1511;ventre;;
subst.;1508;marché;;
subst.;1507;entrée;;
adj.;1506;puissant;;
adv.;1505;simplement;;
adv.;1504;environ;;
conj.;11640;ni;;
adv.;1504;tellement;;
verbe;1503;arracher;;
verbe;1501;soutenir;;
verbe;1499;couper;;
subst.;1498;trou;;
verbe;1497;examiner;;
adj.;1497;inconnu;;
subst.;1495;pont;;
subst.;1494;lune;;
adv.;1491;dehors;;
dét.;23883;notre;;
adv.;1490;certes;;
adj.;1489;beaux;;
subst.;1489;robe;;
verbe;1488;douter;;
verbe;1487;retirer;;
subst.;1486;cesse;;
adv.;1485;brusquement;;
dét.;690;nul;;
subst.;1482;source;;
subst.;1475;espoir;;
subst.;1471;camarade;;
subst.;1470;dent;;
subst.;1469;connaissance;;
subst.;1469;cou;;
subst.;1466;but;;
verbe;1460;promener;;
subst.;1460;vague;;
subst.;1459;élément;;
subst.;1457;fil;;
subst.;1457;voie;;
interj.;4766;oh;;
subst.;1453;nez;;
verbe;1447;forcer;;
adj.;1446;particulier;;
subst.;1443;discours;;
conj.;1940;or;;
subst.;1443;maladie;;
subst.;1442;chaleur;;
subst.;1440;gloire;;
adj.;1438;vide;;
conj.;34897;ou;;
verbe;1436;revoir;;
subst.;1434;aide;;
subst.;1432;début;;
subst.;1432;ennemi;;
adj.;1431;second;;
subst.;1426;aile;;
subst.;1426;flamme;;
subst.;1422;chaise;;
adj.;1422;lourd;;
subst.;1422;sein;;
adj.;1422;véritable;;
subst.;1421;toit;;
verbe;1420;remplir;;
prép.;82277;par;;
verbe;1419;terminer;;
conj.;7824;parce que;;
adj.;1419;vaste;;
adj.;1418;nu;;
subst.;1413;poussière;;
subst.;1411;nord;;
verbe;1397;tenter;;
subst.;1393;émotion;;
prép.;2547;parmi;;
numér.;1390;un;;
verbe;1389;remonter;;
subst.;1388;révolution;;
subst.;1388;théâtre;;
subst.;1386;armée;;
adj.;1386;court;;
subst.;1385;noir;;
subst.;1384;appartement;;
adj.;1384;semblable;;
verbe;1383;installer;;
subst.;1382;haine;;
subst.;1382;jeune;;
subst.;1381;position;;
subst.;1381;seconde;;
adj.;1379;frais;;
subst.;1378;appel;;
verbe;1375;soulever;;
verbe;1373;allumer;;
verbe;1373;imposer;;
adv.;1372;avant;;
verbe;1371;respirer;;
subst.;1370;arrière;;
verbe;1370;baisser;;
subst.;1370;droite;;
subst.;1370;poitrine;;
adj.;1369;mort;;
subst.;1368;jeunesse;;
prép.;8202;pendant;;
subst.;1367;bureau;;
subst.;1367;sac;;
adj.;1366;étranger;;
subst.;1363;courage;;
verbe;1363;souffler;;
adj.;1360;jaune;;
subst.;1360;page;;
subst.;1359;étranger;;
adv.;1356;etc;;
subst.;1353;miser;;
subst.;1352;passé;;
adj.;1351;rapide;;
adj.;1350;digne;;
adj.;1349;chaud;;
subst.;1349;propos;;
verbe;1348;attirer;;
verbe;1344;prêter;;
adj.;1336;clair;;
verbe;1329;amuser;;
subst.;1327;occasion;;
subst.;1325;voile;;
verbe;1323;éclater;;
subst.;1322;importance;;
subst.;1322;quartier;;
pron.;1322;soi;;
subst.;1318;auteur;;
subst.;1316;religion;;
subst.;1314;palais;;
verbe;1314;réunir;;
verbe;1310;traiter;;
verbe;1309;engager;;
subst.;1309;flot;;
subst.;1309;intelligence;;
prép.;788;plein;;
adv.;1307;tantôt;;
subst.;1307;voisin;;
subst.;1305;carte;;
adj.;1301;secret;;
dét.;3480;plusieurs;;
subst.;1296;animal;;
subst.;1293;été;;
verbe;1293;traîner;;
subst.;1292;cabinet;;
subst.;1292;morceau;;
verbe;1290;employer;;
adj.;1287;capable;;
subst.;1286;souffrance;;
verbe;1285;marquer;;
verbe;1285;prouver;;
verbe;1284;importer;;
subst.;1284;titre;;
subst.;1282;désert;;
adj.;1280;facile;;
subst.;1280;spectacle;;
verbe;1279;exiger;;
verbe;1277;reposer;;
subst.;1276;départ;;
adj.;1276;fier;;
verbe;1275;danser;;
subst.;1268;demande;;
verbe;1268;saluer;;
prép.;104779;pour;;
subst.;1267;lueur;;
conj.;4700;pourquoi;;
subst.;1266;joue;;
adj.;1265;saint;;
verbe;1264;accorder;;
subst.;1264;prière;;
verbe;1262;achever;;
verbe;1262;avouer;;
verbe;1261;distinguer;;
verbe;1261;emmener;;
subst.;1260;fonction;;
adv.;1253;haut;;
subst.;1251;aspect;;
subst.;1251;sommeil;;
subst.;1249;éclat;;
subst.;1248;moitié;;
adj.;1247;demi;;
adj.;1246;calme;;
prép.;4731;près;;
subst.;1244;contraire;;
subst.;1239;colline;;
verbe;1238;agiter;;
verbe;1232;hésiter;;
subst.;1223;terrain;;
adj.;1222;rare;;
subst.;1221;poids;;
verbe;1221;sonner;;
subst.;1219;changement;;
subst.;1218;charge;;
adv.;1218;davantage;;
verbe;1217;composer;;
verbe;1215;enlever;;
subst.;1211;poche;;
verbe;1210;rejoindre;;
subst.;1208;son;;
adj.;1205;intérieur;;
subst.;1204;veille;;
verbe;1203;ramener;;
subst.;1200;fruit;;
adj.;1199;complet;;
verbe;1199;étudier;;
verbe;1198;partager;;
subst.;1192;croix;;
adj.;1191;suivant;;
verbe;1187;chasser;;
verbe;1186;interrompre;;
verbe;1185;éloigner;;
subst.;1185;trésor;;
subst.;1184;compagnie;;
adj.;1181;étroit;;
subst.;1180;cuisine;;
verbe;1177;réduire;;
adj.;1175;égal;;
subst.;1174;empire;;
subst.;1170;nation;;
verbe;1169;éteindre;;
verbe;1169;recommencer;;
verbe;1169;sauter;;
conj.;14257;puis;;
conj.;3139;puisque;;
verbe;1168;plaindre;;
subst.;1167;conversation;;
subst.;1166;soirée;;
adj.;1166;violent;;
conj.;25592;quand;;
prép.;1470;quant à;;
subst.;1164;impression;;
subst.;1164;trait;;
adv.;1163;devant;;
verbe;1162;préférer;;
conj.;176161;que;;
verbe;1162;révéler;;
pron.;1162;sien;;
adj.;1156;magnifique;;
dét.;17953;quelque;;
subst.;1154;désespoir;;
subst.;1153;témoin;;
subst.;1152;visite;;
subst.;1148;respect;;
subst.;1142;solitude;;
verbe;1140;subir;;
adv.;1136;delà;;
adj.;1136;prochain;;
subst.;1135;anglais;;
verbe;1135;rapporter;;
verbe;1128;coûter;;
verbe;1128;réfléchir;;
subst.;1127;officier;;
verbe;1127;remercier;;
verbe;1126;déposer;;
subst.;1125;fauteuil;;
verbe;1124;fumer;;
adv.;1124;tôt;;
verbe;1119;affirmer;;
subst.;1118;relation;;
subst.;1117;fumée;;
verbe;1116;convenir;;
subst.;1115;branche;;
adj.;1115;malade;;
subst.;1113;circonstance;;
subst.;1113;ouvrage;;
subst.;1108;compagnon;;
verbe;1108;vêtir;;
